pos,اتفاق دوستان جلسه کاری رستوران فرانسیس رفتیم راستش واسطه نزدیکی محل کار خیلی تصادفی رستوران بتازگی افتتاح‌شده آشنا شدم اونجایی عاشق کردن رستوران‌‌ها ومنو‌های ججدید هستم برگزاری ججلسه ناهار دوستانم پیشنهاد دادم بدو ورود رفتار بسیار مناسب کارکن‌ها هستند فضای رومانتیک دایزاین جالب رستوران همه نظر جلب کرد ویکی دوستان پیتزای مخصوص فرانسیس سفارش دادیم دو پاستا راستش همگی غذا راضی بودیم سالاد سزار نوع بسیار عالی دوست‌داشتنی البته متفاوت بود نوشیدینی مخصوص فرانسیس حتما امتحان کنید خلاصه رستوران بی‌ریا بنظر یکی بهترین هاست زادی جایگاه میات رستوران‌‌های تاپ پیدا می کند مدیر‌ها هستند رستوران تبریک می‌گویم ارزوی موفقیت می‌کنم
pos,اتفاق همسرم شام رستوران کنتینتال طبقه میل کردیم برخورد پرسنل عالی سالاد فرانسوی استیک مخصوص وبشقاب دریایی سفارش دادیم هرس هست بسیار عالی بودند حجم غذا مناسب وقیمت نسبت خدمات آرایه شده خیلی خوب دو نوازنده گیتار موسیقی متنوع وباب طبعی می‌نواختند چشم‌انداز زیبایی تراس محیطی مجاور ساختمان قابل مشاهده است گزینه‌هایی است حتما دوستانم پیشنهاد می‌کنم
pos,اتمسفیرش عالی طعم غذا‌ها متفاوت خاص سرآشپز ایتالیاییش خیلی خوش برخورد بود
pos,اپرا کیک چای مراکشی تست کردم عالی بود مخصوصا چای مراکشی خیلی خوش طعم بود زمانی هستید شارژ می‌شود بخواهید
pos,اپلیکیشن موبایل درصد تخفیف سفارش دادم بسته‌بندی کیفیت حجم غذا عالی بود کوبیده کم چرب برنج زعفران عالی ماست بورانی کمی شور بود درکل توصیه می‌کنم امتحان کنید
pos,ار نظر فضا کوچیک هست نسبت مشتریش برخورد پرسنل خوب هست کیفیت غذا خوب هست اسکالپ مرغ استیک فوق‌العاده ته چین خوب کباب خاص نیست
pos,اختلاف بهترین بستنی‌فروشی تهران هست
pos,اردکش عالی بود الوی جنگلی طعم ترش شیرین چربی لذیذی داشت اردکش اصلا بوی بد نمیداد خیلی خوشمزه بود دکور خوبی درست کرده رستوران گلدون‌‌های سلیقه‌ای گذاشته
pos,ارزش امتحان کردن دارد مرغ شکم پرش دوست داشتم
pos,ازلحظه ورود مشخصه محیطی استثنایی وارد می‌شوید فضای بسیار زیبا طراحی دکور فوق‌العاده طاقچه دیوارها منوی بسیار مزه جذاب کاملا متفاوت رستوران‌‌های حتما کمک گارسون سفارش غذانیاز دارید شکل بسیار اشتها برانگیز فن بیایند عالی منور توضیح می‌دهند کیفیت باور‌نکردنی خوراک‌‌ها کباب گوشتی بسیار کیفیت لذید سالاد سبزیجات کاملا تازه نوشیدنی‌های بی‌نظیر همه بهتر سه پیاله فوق‌العاده پیاله ماستش دنیا حرف گفتن دارد برخورد پرسنل عالی هست سرویس‌دهی درحد مطلوبی هست حتما یکبار امتحانش کنید البته نظر داشته باشید رستوران لاکچری حساب می‌شود قیمت بسیار بالایی دارد کیفیت همان اندازه بالا است
pos,اردک فسنجان ناردون خوردیم هرس هست خوب بود همه خوشمان آمد
pos,ازهمه لحاظ کیفیت رسیدگی تنوع همه جور هست عالی فقط بدلیل کمی فضا معطلی زیاد دارد درکل عالی هست
pos,اروم خوب هست خیلی بزرگ نیست چندان کوچیک نیست پرسنلش خوش اخلاقا الکام درینکشون وافعا خوشمزس عاشقش شدیم چای ماسال‌ها خوردم خوب بود دوستم راضی بود خیلی اتفاقی کیهان کلهر دیدیم ذوقمرگ بودیم دی
pos,استثناییه بهترین ایران
pos,استار‌تر خیلی نوشیدنی جذابی نبود بورک معمولی سالاد فتوایش میگو سرخ‌شده فوق‌العاده عالی حتما امتحان کنید کباب اسکندر نون خوشمزه برشته زیرش واقعا بینظیر بود باقلوا کم شیرین خیلی خوبی بود
pos,استرس کمال آسایش غذای خوشمزه گریل آماده کنید مناسب جمع‌‌های کوچک خودمانی دونفره انواع مزه‌‌های تند شیرین ترش غذا کاسه‌‌های کوچک آورده می‌شود میل کنید مخصوصا سس قارچش بیف مزه عالی‌ای دارد رفتار پرسنل بسیار خوب سرویس‌دهی مناسب فصای داخلی جمع جور خوب تجربه دلنشینیه
pos,استیک بسیار لذیذ آبدار بود دکوراسیون جالب موزیک بسیار خوب میز نسبت صندلی بلند‌تر بود عالی بود
pos,استیک چیکن پارمژان خوشمزه بود
pos,استیک خواستیم واقعا درست پخته شده بود پیتزا بزرگ هیجان‌انگیز بود حتما امتحان کنید طعمش بی‌نظیر بود واقعا جاش قشنگ بود عکس‌‌های موجود خیلی بهتر است
pos,است بادمجان عنوان پیش‌غذا گرفتیم پیتزا میتسا ترکیب استیک سالامی هست دو نفرمان کافی بود تست بادمجان بسیار خوشمزه بود پیتزا‌های جو عالی هست
pos,اسپرسو خوب بود متاسفانه بد شد نمی‌شود گفت قهوه عالی واقعا متاسفم کاش اینطوری نمی‌شد امیدوارم نظرات بخوانند فکری بکنند فضایش خیلی دوست دارم کیفیت قهوه خیلی آمد پایین
pos,استریپس عالی حتما پیشنهاد می‌کنم برید حتما استریپس بگیرید
pos,استیک باحال می‌توانید بخورید استیکی داغ ظرف‌‌های چدنی سرو می‌شود دو نوع سس سرو می‌شود یکی سس قارچ سس تند سالاد آن‌چنانش درست هست کاهو برگ برگ می‌آورد سر میز همه فکر می‌کنند یکی معایب هست سالاد اینطوری هست نمی‌دانند زمان بندیه پخت استیکتان حس نکنید بجای سالاد آماده بخورید بنشینید منتظر غذا هی حرص بخورید نیامد نیامد خب سالاد می‌خورید فضای کوچیکی دارد تعداد صندلی‌‌های کم موقع برید مشکلی نسیه‌ات سرویس‌دهی خوب کارکن‌ها هستند مودبی دارد
pos,استیک عالی خودم سس باربیکیو خیلی دوست داشتم پخت استیک مناسب بود طعمش خیلی خوب بود قیمتش می‌ارزید غذای دریای دوست نداشتم
pos,استیک فلفل البته سس قارچ بی‌نظیر بود طعم غذا عالی پیشنهاد می‌دهم حتما برید استیک خوب هستید
pos,استیک فوق‌العاده است نوع استیکش سفارش دادیم عالی بود سالاد سزار حجم خوب زیاد سالاد اسفناج خوب بود فقط برگ‌های اسفناج زیادی بزرگ بودن کوچک‌تر باشند راضیم همیشه جز انتخاباتم خواهد بود
pos,استیک عالی هست نوشیدنی بدو ورود سرو می‌کنند محشر هست سوشی‌ها تجربه خوبی داشتم
pos,استیک ریب ای یکی بهترین استیک‌هایی بود خوردم
pos,استیک سالاد سزار عالی بود پرسنل برخورد خوبی داشتن حتما امتحانش کرد
pos,استیک فوق‌العاده همه‌ی غذا‌های عالی پیشنهاد می‌کنم حتما برید
pos,استیک مخصوصش خوردم دیزاین غذا فوق‌العاده بود کم‌تر جایی دیده بود خیلی خوشمزه بود سالاد‌هایش هستم خیلی زیاد هست جای دنجیه ویژه طبقه‌ی پایینش
pos,استیک قارچش خوشمزه‌‌ترین سس دنیا دارد نظرم فقط همیشه استیک قارچ سزار
pos,استیک مرغ سفارش دادم نسبت حجمش خوب خوشمزه بود
pos,استیک مخصوصش بینظیره میگوی سوخاری بیف استراگانفش
pos,استیک عالی باعث شده سال مشتریش باشم سال‌های قبل گارسون پیر داشت واقعا دلم ادب نزاکتش تنگ شده شنیدم فوت‌شده
pos,استیک مخصوص داییت عالی هست گوشتش طعم دار نیست بیمره است کم سس سرو بشود عالی هست
pos,استیک مخصوصش بی‌نظیره میگوی سوخاری بیف استراگانفش عالی هست اولین انتخابم کرج هست جزو وفادار‌هایش هستم
pos,استیک‌‌هایش عالیه البته دوشعبه باهم ادغام شدن ضلغ غربی باغ کتاب فضایی بزرگ دوست‌داشتنی فعالیت می‌کنند
pos,استیک نسبتا خوب کباب لاری عالی سالاد عالی غذا مجموع خوب بود برخورد پرسنل جای پارک فضای رستوران بسیار عالی
pos,استیک یکی بهترین نرم‌‌ترین استیک‌‌های تهران بود پیش غذا‌ها همه عالی بود خیلی دوست داشتم موسیقی زنده داشتند
pos,استیک‌‌هایش فوق‌العاده است سالاد مخصوص آش بد نیست
pos,استیکش خیلی خوب بود فضای داخلی خوب برخورد پرسنل خیلی خوب بود
pos,استیک‌هایش حرف ندارد فصای داخلی بی‌نظیر سرویس‌دهی متفاوت رستوران‌‌های
pos,استیک‌هایش عالی‌اند
pos,استیک‌‌هایش خیلی خوب هست کم گران هست نظر توجه فضا دکوراسیون رستوران کیفیت سرویس منطقی بود ارزش امتحان کردن دارد
pos,استیک واقعا عالی بود نرم آبدار سالاد سزار مرغ سوخاری کیفیت عالی حتما رفت محیط دوستانه خوبی داشت برخورد گرم پرسنل
pos,اسرار یکی دوستانم دعوت رفتیم آرد اقدسیه زیاد فست فواد خار نیستم دلم نشست غذای سبک خوبی دارد
pos,استیکش خوشمزه پیتزایش خوشمزه مقدار سالادش خوب بود برخورد خوب راضی بودیم
pos,استیکش عالی پخته‌شده طمعدار شده بود سرویس کیفیت عالی
pos,استیکش فوق‌العاده است سس‌‌هایش بسیار خوشمزه‌‌ها هستند سالاد بار خوبی دارد سالاد قارچ عالی دارد برخورد کارکن‌ها هستند عالی محیط دنج واروم فقط دکوراسیون خیلی شیک نیست البته نسبت غذای خیلی خوبی سرو می‌کند
pos,استیکشان خیلی خوب بود
pos,اصالتا گیلک هستم غذای گیلکی تهران نمی‌پسندم غذای رستوران خیلی خوب بود دکور ساده وی‌تری گیلک نبود اطلاعات کمی می‌توانست زمان انتخاب غذا آرایه کند نقاط ضعف رستوران بود
pos,اسکندر کباب عالی
pos,اصلا حرف ندارد عالی
pos,اصیل رستوران هست دکوراسیون مدرن سنتی ادغام‌شده محیط دنج باحالی مشتری‌‌هایش ارمغان آورده تمام غذا‌‌ها ظرف‌های مسی سرو می‌شود لحاظ قیمتی خیلی مناسب هست دو پرس غذا به‌راحتی سیر می‌کند چلوکباب لقمه مرغ الو سفارش دادیم دو کاملا راضی بودیم
pos,اصیل پاسدار‌ها هستند خیابان مغان میدان حسین آباد خیابان جوانشیر دوراهی لویزان خیابان شعبانلو جنب بانک صادرات ساعت بود نهار نخورده بودم تصمیم گرفتیم بریم رستوران اصیل ساعت ظهر فقط غذا می‌دهد عکس‌های اینستاش خیلی هیجان‌انگیز بود رفتیم تابلو دارد پله می‌خورد می‌رود پایین رستوران دیزاین خاصی ندارد سالن خیلی ساده میز صندلی پرسنل لباس فرمی نداشتند خیلی خوش برخورد مودب قیمه نثار سفارش دادیم ظروف قدیمی هست لیوان‌ها تیز هست مقداری خلاصه غذا عالی بود حجم زیاد تکه سیب‌زمینی خلال پسته پرتقال گوشت زیاد خیلی چسبید قیمت‌‌های مناسب بود حتما آیتم‌‌های امتحان می‌کنم قیمه نثار تومان
pos,اضافه کردن سالن جدیدش فضایش خوب شده برخورد کارکنانش واقعا خوب بود غذایش منهتن برگرش خوردیم راضی بودیم
pos,اغذاش محیطش بسیار عالی خوب پرسنلش هستم خیلی خوب
pos,اطمینان همه می‌گویم واقعا غذای گیلانه عالی هست البته غذاهایی خوردم کباب ترش ماهی صوف سالاد سالادش فوق العادست پرسنل عالی قیمت ممکن زیاد باشد ارزش دارد ماهی حداقل بار می‌آیم فقط توصیه می‌کنم رزرو کنید
pos,اطلاعی ندارم واقعا پیتزا‌هایش حرف ندارد محیطش هستم خوب جذاب هست پیتزای نمی دوانم چیچی میکسش گران‌تر بقیس سنگین خوشمزس بوقلمونش دیگس سبک خوش خوراک امیدوارم شمام لذت ببرید
pos,اقایی آمدند آوردند متاسفانه قیمت نداشت سوالی داشتیم تسلط کامل جواب دادن پیش غذا کشک بادمجان میرزاقاسمی سفارش دادیم نان پیت‌های گرم شده آوردند دیزاین خوبی داشت حجم زیاد کامل سیر شدیم فقط ذره کشک کشک بادمجان زیاد بود شور شده بود خوشمزه بود همه غذای اصلی مرغ ماخانی بشقاب سبزیجات سفارش دادیم مرغ ماخانی شبیه کاری بود ماست درست شده بود برنج سبزیجات سرو شد بشقاب سبزیجات حجم زیادی داشت مقدار تند بود سرویس‌دهی خوب بود بیرون نشسته بودیم چندین بار سر زدن جایی هست دوست دارم آیتم‌‌های امتحان کنم
pos,اقتصادی حساب نمی‌شود غذایش خوب هست فضا دکوراسیون عالی هست سرویس دهیشونم عالی هست
pos,البرز انتخاب همیشگی رستوران‌‌های ایرانی هست هرچند قیمتش بسیار بالا است کیفیت کمیت غذا‌‌ها سالاد بار عالی لذیذ هست همیشه یکی علت‌‌های اصلی گرانی غذا‌‌ها هست هیچ وقت کیفیت کمیت غذا‌هایش کم نکرده البته پرسنل مجرب بسیار خوش برخوردشان کاملا حرفه‌ای هستند
pos,البرز تعریف نمی خواهد عالی البته پولش دارد می‌گیرد بایدم خوب باشد
pos,ام خرداد ماه مراسم شام بعد عقد آمدیم رستوران ایوان سالار حدود مهمان داشتیم زیادی سالن خیلی زیبا دیزاین کرده بودن فضای ایرانی قشنگ برخورد بسیار محترمانه‌ای داشتن سالن بسیار تمیز مرتب بود هیچ ایرادی نمی‌شد گرفت موسیقی‌هایی داشتن خیلی واسم جذاب بود نگران بودم بخاطر جمعیت بالایمان غذا خیلی دیر آماده بشود اصلا اینطور نبود بسیار سریع پذیرایی شد دقت کردم غذای مشتری‌‌های زود سرو شد آن‌ها فدای نشدن کیفیت غذا‌ها بسیار راضی بودم شب یاد ماندنی رقم زدن انتخابم بسیار خوشحالم
pos,امروزم رفتم شاندیز ماهیچه گرفتم عالی بود ماهیچه‌ای هیچ رستورانی نخورده بودم
pos,امتیاز کته کبابی فسنجان بادمجان شکم پر نازخاتون ماست دلال فضا بسیار دنج آرام برخورد پرسنل عالی بسیار محترمانه
pos,امشب ایسترن پالاس رفتیم اسکندر کبابش خیلی خوشمزه بود غذا‌ها حیف خودمان حوموص پیش غذای عربی هست فوق‌العاده خوشمزه سیر کرده بودیم بطور رستوران همه فاکتورهایی رستوران خوب متمایز نشان می‌دهد داشت
pos,امشب بودیم سفارش پیتزای پپرونی پیتزای گوشت قارچ باسترامی گوشت باسترامی بوقلمون نوشیدنی پیش غذا بود واقعا عالی حرفه‌ای یکی باکیفیت‌‌ترین استاندارد‌ترین غذاهایی بود خوردیم
pos,امروزبرای ناهار رستوران رفتیم برگر مخصوص پیتزا مخلوط سفارش دادیم ابتدا الکام درینک آوردند خوشمزه بود برخورد پرسل بسیار خوب کیفیت غذا بسیار خوب محیط دیزاین قشنگی داشت محیط سرباز داشت امنیاز خوب بود جا پارک بسیار خوب جلو درب رستوران پارک کردیم حتما آینده رستوران خواهیم رفت
pos,امبیانس خوب آرام خوب پیش غذا‌‌های عالی مخصوصا کتلت خرچنگ جگر مرغ سوخاری استیک خوب برخورد واقعا شان پولی پرداخت شد فقط محل جاریه ظهر‌ها نمی‌شود رفت
pos,امشب دررستوران بودیم خیلی خوب بود قیمتش محیط کیفیت غذا کیفیت خدمات هماهنگی خوبی داشت خوشحالم انتخاب ان مهمانانم
pos,امشب دوباره تجربه‌‌های خوشمزه‌ای بدست آورد هستیم عالی بود
pos,امشب خانومم رستوران رفتیم جای فوق‌العاده شیکی بود سرویس‌دهی عالی بود غذا فوق‌العاده عالی جایتان خالی باقالی پلو گردن سفارش دادیم بهترین باقالی پلو گردن عمرم بود پر گوشت ماهیت سفارش دادیم عالی بود برخوردشان عالی بود جایشان هستم فوق‌العاده شیک بود جا پارک نمی‌گویم سخت گیر می‌آید گیر می‌آید مشکلی نیست مجموع خوب قلیان سالن شوند می‌دهند عالی بود جای خوب دنج خلوتی هست کلی فوتبالیست بازیگر می‌آید دو باقالی پلو ماهیچه دوتا ماهیت دوتا ماست خیار حق سرویس مجموع شد تومان
pos,امشب خودمان مناسبت بردن مذاکرات چیل دعوت کردیم تیر استیک مخصوص چیل خوردم تیکه بودباسس قارچ گوشتش خیلی لطیف بود سس قارچش عالی بود نوشیدنیشم لیموناد معمولی بود دوستم پیتزا خوردکه مزه‌اش خوشش آمد سوپ روزش هستم سوپ پیازبود وتوی نون سرو شد خوب بود سالاد سزارش هستم دوست داشتم سبک بود وخوشمزه کلا حساب هزارتوم هستند شد کارت فیدیلیو شد تومان کلا خوب بود جای دنج وغذاهای تازه وخوب
pos,امشب دوستانم شام رفتیم ویو خوبی دارد میز‌های پنجره اابته دو سه دست مبل هست بخواهید غلیون بکشیو آن‌ها بهتر هست پرسنل بسیار خوش برخورد غلیون بود سیب‌زمینی ویژه سزار خوردزم سیب زمینیش خاص بود واقعا پیشنهاد می‌کنم
pos,امشب دوستم رفتم دوستم خیلی ایرادگیر هست خدا شکر رستوران راضی بود غذا فضا سرویس‌دهی امیدوارم همیشه همینجوری بماند
pos,امشب جشن دو نفره داشتیم پیش غذا سالاد سریع غذای اصلی پاستای چدنی بود خیلی خوب موقع سرو شد محیط رستوران موزیک خیلی خوب بود قیمت غذا نسبت رستوران‌های سطح محیط خیلی خوب بود
pos,امشب اولین بار فست فواد سفارش پیتزای اسپایسی سیب‌زمینی تنوری دادم کیفیت پیتزا عالی بود سیب‌زمینی زیر هست دوست داشته باشد طعم دل انگیزی دارد پیشنهاد می‌کنم آس هستند رستوران سفارش بدهید درصورت امکان برید خانه سفارش دادم
pos,امشب دومین بار رستوران رفتیم سالادمان شور بود بلافاصله عوضش کردن کلی عذرخواهی کردن استار‌تر غذای اصلی عالی بود نوشیدنیمون خوب بود برخورد پرسنل موزیک آرامش محیط همه عالی بود مدیریتش تشکر بعمل بیاید
pos,امشب رستوران رفتیم سفارش چلوکباب لاتی کباب دورو کمالی لیموناد سوپ بود طعم همه واقعا عالی بود ظرف‌‌ها تم سنتی دارد کباب لاتی داخل قابلمه مسی کوچک سرو می‌کنند موقع سرو کره محلی صورت انتخابی برنجتان می‌گذارند جای پارک راحت دارد پرسنل بسیار مودب بودن دکوراسیون شیک موزیک ملایمی داشت
pos,امشب دوست‌هایمان رفتیم همه عالی بود کیفیت غذا‌‌ها سرویس‌دهی قیمت حتما میریم
pos,امشب تولد هسرم بود تفحص زیاد بلاخره رستوران پاپاراتزی انتخاب کردم روز قبل خانمی صحبت کردم رزرو جا ایشون خیلی محترمانه‌ام هستند راهنمایی کردن بردن کیک قبول زحمت کردند هزینه خودمان شیرینی فروشی پایین رستوران تهیه کنند دفعه اول بود رستوران می‌رفتم محط بسیار شیک طراحی چشم نواز موسیقی عالی نور مناسب غذا‌‌ها بگویم استار‌تر میگو سالاد پاپاراتزی بی‌نظیر بود مخصوصا سالاد غذا‌‌های اصلی استیک مرغ سوخاری بسیار خوشمزه حجم عالی دیزاین غذا خوب بود تولد بورد دم رستوران همسرم نوشته بودند تبریک گفته بودن کیک اتمام شام آهنگ تولد اودند دسر کیک مناسبت تولد مهمان رستوران بودیم رفتار پرسنل بخصوص مدیر داخلی سالن بسیار مودبانه محترم بود مرسی بابت شب قشنگی رستوران سپری کردیم
pos,امشب دومین بار رستوران رفتم اول کافه استفاده کردم قلیان نظرم خوب بود شام ششلیک استیک سفارس دادیم نظرم عالی بود جالب هست رستوران قیمت‌هایش ماه پیش حالا عوض نکرده بود ممنون
pos,امشب دومین بار شام رفتیم رودیزیو همه بسیار عالی بود یقینا سالاد بارش بهترین وکاملترین سالادبار رستوران‌ها وهتل‌های ایران هست کباب‌هایش بسیار خوب خوش طعم ومغزپخت بودن تنوع بسیار بالادوجور کباب مرغ بوقلمون سوسیس وماهی مدل گوشت گارسون‌ها حرفه‌ای خوش اخلاق وباحوصله بودن سرو تمام انواع کباب‌ها سوال می‌کردند می‌خواهید ودر صورت تمایل دوباره می‌آوردند آناناس گریل شده طعم دارچین حسن ختام ماجرا بسیار عالی بود
pos,امشب دیم‌ها هست همسر پسر کوچکم رفتیم رفتار پرسنل بسیار عالی بود مخصوصا پسرم فضا دلچسب بود پیتزا میت لاورز سفارش دادیم خوشمزه بود واگر پر ملات‌‌تر بود بهتر بود دوسش داشتیم ماهیت عالی بود درکل جای خوبی هست آینده خواهم رفت فقط قیمت پیتزا کمی بالا بود
pos,امشب رستوران بودم وجود شلوغی زیاد همه عالی بود واقعا غذایشان حرف نداشت بسیار لذیذ بود پرسنلشان بسیار مودب بودند
pos,امشب دو منظور سالگرد ازدواج بابا مامان گلم قبولی ارشد خواهرم نایب بودیم غذا‌های سفارشی مون کباب سلطانی برگ کوبیده زعفرانی ماهی بود خیلی عالی پخت سرو شد آخر مجموعه پرسنل محترمشان خیلی ممنون
pos,امشب رستوران رفتیم مکان بسیار زیبایی بود پیتزا‌های خوشمزه برخورد پرسنل بسیار عالی مودبانه بود صورت حساب حق سرویس اضافه نشده بود حتما نان سیر رستوران امتحان کنید قطعا رستوران خاهم رفت
pos,امشب دی ماه رستوران نگیما سفارش موکا کاپوچینو دادیم شام سالاد مرغ استیک مرغ سفارش دادیم همه خصوص استیک مرغ عالی بود برخورد پرسنل مجموعه بسیار محترمانه دوستانه بود
pos,امشب رژیم بودم شام سالاد می‌خوردم جنارو رفتیم سالاد‌های خوش مزه بهره ببریم واقعا کیفیت غذایشان برخورد پرسنل نحوه‌ی سرو آخر قیمتشان فوق‌العاده بود امیدوارم زود‌تر رژیمم تمام شه بیایم پیتزا‌هایشان سفارش بدم
pos,امشب رستوران مجلل شیک چندان بزرگ رفتیم پرسنل بسیار مودب بودن چلو گوشت بختیاری دوتا ماهیت زیتون پرورده سفارش دادیم طعم همه واقعا فوق‌العاده بود دکوراسیون شیک قشنگی دارد عروس داماد شام بعد محضر خانواده نزدیک آمده بودن راضی بودم سفارش جمعا شد تومان
pos,امشب رفتم برخورد بسیار دوستانه جای پارکم راحت بود پیشنهاد خودشان پیتزا استیک اسفناج زدم عالی بود کلا دوباره می‌روم سالاد سزارش هستم عالی بود مخصوصا سسش مکان بیست دو دو غذا سالاد دوتا ماهیت شد تخفیف کلاب قیمتش هستم خوب هست حتما برید
pos,امشب رفتیم چهار بودیم دو دوستان پا هست آلفرد سفارش دادن خیلی راضی بودن یکی مون سورپرایز برگر راضی بود پروتیین برگر سفارش دادم سس روش خوشم نیامد چیزی شبیه ماست پنیر بود رستوران دوست‌داشتنی هست پرسنل محترمانه برخورد می کنند واقعا دوست دارم بروم
pos,امشب فلورانس جا رزرو کرده بودیم خانواده برگزاری تولد فلورانس رفتیم استیک پیتزا میگو لازانیا سالاد اسپایسی نان سیر سفارش دادیم تک تک افراد کیفیت غذا سرویس دوستان رستوران لذت بردیم
pos,امشب رفتیم شاندیز بعد کافه همه عالی بود فضا عالی‌‌تر رستورانی ایران دیدم
