label,review
Neg,آمدم بگویم سلام دیدم بهتر هست بگویم سلامی علیکی آخر رفتیم پیتزای مارگاریتا پیتزای رست بیف گرفتیم خمیر پیتزا شدت بد مزه نپخته بود مزه خمیر غیرقابل تحمل بود گوشتی پییتزای رست بیف استفاده کرده بودن مشخصا بی‌کیفیت بود قیمت پیتزا رست بیف تومان اول گفتیم افطار شام می خواهیم بخوریم نگفتن منوی شام آوردند توضیح دادن غذا‌های اصلی اسنک‌‌ها غذا‌ها بشقاب‌‌ها ندارند فضای جام شدت معمولی هست بار رفتن چای خوردن پیشنهاد نمی‌کنم
Neg,آلبالو پلو بد بود احتمال زیاد مربای آلبالو درست شده بود
Neg,آمدم بنویسم توروخدا نرید ورسای پولتان دور نریزید می‌بینم تعریف کردن رفتیم دو نفری نمیومد ببیند زنده‌‌هایم خواهش تمنا صدا کردن پرسنل بالاخره گذاشتن جلومان خوردیم بلند شدیم زدیم وحشتناک بود آه طراحی داخلی خوبی داشت هرگز نمی‌روم مگر دعوتم کنند بروم
Neg,آنقدر تعریف کردن برید ساندویچ‌‌هایش حرف ندارد ذوق رفتیم شلوغ صف‌‌های طولانی دارد مضخرفه بودیم ساندویچ هاشو گرفتیم بوی بد میداد مواد داخل ساندویچ زور مواد داخل نون بولکی کهنه گذاشته بودن حجم غذا کم بود بدمزه بد بو بوی کهنه گی نون بد‌تر نمی‌دانم چه‌جوری بعضی‌‌ها دوست دارند
Neg,آوانس هستند اولین کافه‌هایی بود رفتم دروغ کیفیت دارد محیط قشنگ دلیلی دوسش دارم خاطراتی هست وجه نمی‌شود ازشان گذشت
Neg,آمدند همبرگر‌های سطح شهر نظرم بابی ساندز محلی اعراب ندارد آخرین بار رفتم همبرگرش چنگی دل نمی‌زد ولی‌‌هایش رشته‌‌هایش خوشمزه است آش می‌خورم همبرگر
Neg,اب شهر لیوانی هزار تومان قاشق چنگال لیوان ظرف کثیف سرویس کند نصفش ندارند شبیه عکسایی هست نیست حیاطش خراب‌‌تر عکسهاست
Neg,ابان بودم کیفیت غذایش بد بود حالا نشده بود ماهیچه برنج سفید جایی بخورم ماهیچه بوی زه‌ام گوشت میداد کره طعم مانده ترشیدگی شیشیلیک معمولی خاص پرفکت جدا شلوغی جالب هست گارسن می‌گفت برید دو زوج بنشینید قشنگ نبود حیف پول تعریف شنیده بودم شور ذوق رفتم تعجب کردم
Neg,ابتدا محیطی کوچک تنگ نشستن شبیه ساندویچی معمولی رستوران ایتالیایی سالاد سزار پیتزا چانو سیب‌زمینی ایتالیایی ماهیت سفارش دادیم مزه‌ی معمولی بد داشت ماهیت بد مزه حدی نخوردیم پیتزا نوشته فیل هست گوساله مزه‌ای نمیداد مزه‌ی گوشت بود سیب‌زمینی بعضی‌‌هایش نپخته بود ومزه‌ی خاصی نمیداد پنیر چدار داشت غرق پنیر بود مزه‌ی پنیر میداد سیب‌زمینی نظرم نباید رستوران برود کیفیتی برخوردار نبود قیمت بالا نسبت کیفیت نداشته کلا توصیه نمی‌کنم نظرم میخوش حرف اول بلوار فردوس می‌زند رستوران‌هایی تسترها‌ی فاقد استاندارد معرفی می‌کنند نباید رفت کیفیت مهم‌ترین نکته‌ی رستوران هست رستوران رعایت نشده بود
Neg,ابتدای افتتاح کیفیت غذا برخورد‌ها عالی بود شلوغ‌تر شدن کیفیت کمیت بار افت جدی کرد غذاهایی ثابت چندین بار سفارش دادم می‌شود گفت کیفیت کمیت نصف کاهش یافته است پارک فراموش کنید برخورد مسیول نوبت‌دهی خصوصا دربان جوان هنگام شلوغی رستوران زننده است قبلا خودم می‌رفتم دوستان پیشنهاد می‌دادم
Neg,ابتدا بگویم بد‌ترین پیتزایی بود تاحالا سفارش دادم حجم کم شور تقریبا مخلفات قیمت زیاد بود پیتزایی کیفیت وحجم دنیا معمولا فودکورت قیمت‌‌ها پایین‌‌تر رستوران‌های داخل شهر هستند متاسفانه برعکس وجه فواد کارت کوروش خرید نمی‌کنم
Neg,اتفاق خانواده ابان رستوران ساعت وارد شدیم همون ابتدا شخص سفارش گیرنده کرد مرغ شکم پر فسنجون شده سپس منو دادند قیمت‌ها نسبت رستوران‌های همسطح بالا بود امید غذای خوب کباب ترش فیله گوسفندی جوجه ترش ماست بادمجون پرورده سفارش دادیم حدود یکساعت طول کشید غذا بیاد مقدار غذا تعجب اور بود حدود گرم سینه مرغ طعم دار کرده بودند فیله گوسفندی دست کمی نداشت بچه ساله مناسب نبود کاسه کوچک قاشق محتویات ان بود ماست بادمجون اوردن ناچار مجددا رستوران نزدیک بود رفتیم انصافا اونجا عالی بود حیف رستوران گیلانک پرس غذا اعزار تومن دادم معطل زیاد شدیم گرسنه دیگه رفتیم متاسفانه دلیل نبود نظارت کیفیت کمیت رستوران‌ها سودجویی صاحبان انها وضعیت داریم
Neg,ابتدای ورود اختصاص میز بد بود تنگ حلق همدیگن غذا کارکن‌ها هستند بی‌اعصاب کلا عاشق غذای هندی هستم غذای هندی زیاد خوردم هند باسیل هست آشپز درجه هندی خانم خانه دارد هندی زیاد نظرم جلب نکرد کیفیت چندانی نداشت
Neg,ابدا بار دوم نخواهم رفت شلوغ غیربهداشتی غن سوخته کلا بی‌کیفیت زیتون هست نشاط
Neg,ابتدای کار غذایش خوب بود مدتی کیفیت افت کرد جزو غذا‌های ارزان محسوب می‌شود مشتری‌‌هایش محدوده هستند قیمت قدرت انتخاب بیشتری دارید
Neg,ابدا توصیه نمی‌کنم قبلا خوب بوده
Neg,اتفاق دو دوستانم صرف صبحانه رفتیم فرنی عدسی لوبیایی غذاهایی گرم سرو شوند سرد شده بودند چراغ‌‌ها نیمه خاموش بودند فضا تاریک بود افراد حاضر بلد نبودند روشن کنند مسیول روشن کردن چراغ‌‌ها آمد بوی خوشبوکننده‌ی سرویس‌‌های بهداشتی سالن بود پذییرایی ضعیف بود آخر صبحانه بالاخره چای آورد هستند رقم هست رستوران‌‌های سطح بالا محسوب نمی‌شود سرویس قاشق چنگال هرکدام سایزی بود سرویس بشقاب‌‌ها کبابی کسری خریداری شده بود ارمش روش بود دستمال پارچه‌ای عکس‌‌ها مشاهده می‌کنید فریب بیننده است صبحانه‌‌هایش هندی نبود دریغ عدد هل چایی لا اقل حسش بدهد آهنگ مرحوم محمد نوری بود ترکی خانم‌‌های گارسون لباس هندی برتن داشتند امید روزهایی بهتر شوند
Neg,اتفاق خانواده علی رقم میلمان رفتیم نایب سهروردی نوید غذایش شده بود عاشق کوبیده هستم خصوص کوبیده‌‌های نوید رستوران سفارش کوبیده دادم آمد میز اولین قاشق خوردم بد خورد ذوقم جرات هشتاد درصد طعم بد چربی آمد زبونم تجربه باعث شد رستوران نرویم الحق ولانصاف کوبیده‌‌های نوید عالی هست
Neg,اتفاق همسرم صرف شام رستوران رفتیم محیطش خوب دنج هست غذا‌هایش زیاد جالب نیست بی‌خودی گران هست کنی باله سفارش دادیم نون پنیر قارچ بود دواند گوشت داشت می‌شود گفت گوشت نداشت قیمتش پیتزا بود نمی‌ارزید سیب‌زمینی تومان نظرم انتخاب هاب بهتری هست
Neg,اتفاق دوستان شام رفتیم رستوران خلوت بود بگویم سرویس دهی ضعیف هست حد رستوران می‌آیند جاده‌ای بیابان نیست سالاد سزار می‌آورند پیش‌دستی ازشان می‌خواهی ظرف بار مصرف تلقی کوچک می‌آورند چنگال پلاستیکی رستوران عین ترمینال می‌ماند کی بخواهد می‌آید کی بخواهد می‌رود می‌نشینی سر میز هیچکی نمی‌آید بپرسد کارت هست آمدی رستوران خودت زحمت ازون پشتها کنی داد بزنی بگویی بیاید سرویس بگیرد وقت هستیم می‌آید می‌گوید بروید صندوق سفارش بدهید پول پرداخت کنید نظر حرکت ناپسندیه پرسنل بی‌ادب نا کارامد آموزش ندیده هستند گارسون صدا کردیم دو نوشابه بیاورد رفت نیامد هستید بی‌ادبانه‌تر می‌شود بیخیال شدیم رفتیم پیتزا استیک ضعیف تکه‌‌های گوشت نمی‌دانم غضروف درونش بودکه سفت بود می‌خواستی دهان یک‌جوری له‌اش کنی نمی‌شد مجبور می‌شوی آخرش تفالش بیاندازی پیتزا مارگاریتا خمیر پنیر بود وخیلی بد مزه هزار تومان ریختیم دور حالم بد شد هستید رستوران پیشنهاد نمی‌شود یکبار
Neg,احترام نظرات دوستان غذایی برایمان آوردند سرد بود آوردند هرچیزی می‌خواستیم سر میز چندین بار گارسون خواهش می‌کردیم سرویس‌دهی افتضاح بود طعم غذت شدت معمولی بود ‌ هرگز پام نمی‌گذارم
Neg,احتمالا بد‌ترین جایی سال رفتم رستوران نظر بهداشتی مشکل دارد محدوده انتخاب بهتر دارد
Neg,احساس می‌کنم بار بد‌تر دفعه‌ی قبلی شده نرفتنش بهتر رفتنش هست سرویس بهداشتی غیربهداشتی بود
Neg,اخرین بار سه سال رستوران رفته بودم ان نسبتا راضی بودم امشب عجیب بود هنگام ورود استقبالی نشد برخورد پرسنل سرد منو قیمتی نداشت کباب بختیاری نسبتا سرد مزه‌ای ارایه شد کاسه ماست خیار حجم کم دقیقا دو عدد کشمش نصف گردو اورده شد پرسنل غذاها شبیه رستوران‌های راهی ابتدا میز چید سالاد ماست زیتون میگفتیم تمایل نداریم بردارد دورچین کباب بختیاری برگ ریحان دقیقا خلال هویج پخته خلال کدو عدد فلفل بود گارسون پرسیدم امکان دارد برنج زرشک ارایه بشود گفت بله برنج دقیقا عدد زرشک اورده شد گوجه‌ای غذا سرو شد کرم خوردگی داشت خدمات فضای ان بزرگی پنج‌شنبه شب طبیعی باشد ساعت مشتری داشته باشد
Neg,اخلاق مزخرفیه نفرو گزاشتن جلوی هی لحن داغان جمله‌‌های تکراری تحویل رهگذر‌ها می‌دهند دادش خودمی بیا بیا مشتری خودمانی می‌شناسیم کارا هست خانمم بودم خوردن غذا منصرف شدیم کلا رفتیم سمت تجریش صرف ناهار ضمنا معلوم نبود بهروز هست دوتایشان اسمشان یهروز اصلی بود لوگو‌های متفاوت مخصوص خودشان جالب هست آدرس‌های موجود اینترنت آدرس دقیق بهروز اصلی نیست پلاک ندارند آدرس‌های موجود ضمنا فیلم‌های تستر‌های الکی اینستا غذا‌ها می‌گذارند باور نکنید رستورانهایی پول تبلیغ این‌ها می‌دهند صد عرض کنم هزار درصد غذایی متفاوت فیلم هست می‌دهند
Neg,اچ اند اچ مطمینا نمی‌روم فضای خوبی دارد غذای خوبی سقف کوتاه هوا‌های گرم طبقه دوم حس خوبی منتقل نمی‌کند کاهوی سزار تلخ بود سالادش طعم سزار نداشت پیتزای سیر استیک نون بود عالمه پنیر تیکه گوشت طعم سیر نداشت خلاصه پیشنهاد نمی‌شود
Neg,ادب بود اشتباهی بجا چیزبرگر همبرگر بود گفتم گرفت دست‌های کثیفش همبرگر کرد گفت اره اشتباه‌ هست اختلافش بده منم همبرگر انداختم دور
Neg,ار لحاظ فضا توجه شیشه بودن نما آفتاب خار بودن مناسب نیست لحاظ پذیرای ضعیف طعم کله پاچه لذیذ نبود نیاز اضافه کردن نمک فلفل طعم مناسب نمی‌داد
Neg,ادبی بی‌احترامی پرسنل حد توهین مهماندار گفتیم استیک پخت مدیوم باشد لطفا جواب شنیدیم می دوانی پخت مدیوم اینطوری می‌گویی گفتم فلفل سیاه می‌خواهم استیکم جواب دادن داداش استیک فلفل سیاه می‌شود چلو کبابی میز کناری استیک سبک ترکی حرکات ژانگولر آماده می‌کردند چسبیده بودن میز موقع انداختن گوشت کره اب شده کره‌‌ها می‌پرید لباسمان استیک تومنی سفارش بودیم میز کناری استیک تومنی غذایشان معمولی بود گوشتشان نوشته بودن خاصه طعم برش خاصی نداشت قیمت‌‌ها بالا حدی پول می‌شود رستوران‌‌های بهتر نهایت ادب احترام غذای بهتر کامل‌تری خورد اشتباه کردم اول پا نشدم ماندم خوبم نهایت اعصاب خردی خراب شد
Neg,ادامه‌ی تلخکامی برخورد اولیه شب تولد شانلی رقم زد نکته‌ی داشت قیمت میز بار سالاد سوپ ماست نفری بود درحالیکه سوپ هزار تومان بود مهمان‌هام تصمیم استفاده میز بار نداشتیم سوپ می‌خواستیم موقع سفارش دادن بعنوان غذا درخواست سوپ کردیم سفارش می‌گرفت اشاره کرد میز سالاد بار گفت می‌توانید سوپ بکشید سوپ کشیدیم موقع آوردند صورت حساب بجای دو هزار تومان قیمت سوپ بود هزار تومان قیمت سالاد بار اضافه کرده بودند کیفیت غذا نسبتا راضی بودند ماهی سالمان داشتم غذای بیمارستان بی‌مزه بود تیکه درشت انتخاب کرده بودند فیل هست سالمان خوب هست نازک باشد شب بدی بود قبلا تجربه‌ی رستوران داشتم هرگز راضی نبودم سطح متوسطی بود بالاخره غرب تهران دسترس نزدیک بود بار برخورد اول قدر تلخ گزنده بود هرگز پا نخواهیم گذاشت
Neg,ادب پررو بی‌نظم گفتیم داخل چیپس پنیرمان ژامبون نریزند ریختن ظرف لازانیایشان شکست دست گارسون گفتن نمی‌توانیم درست کنیم ویکی غذا‌هایمان یکساعت گفتن نداریم نمی‌توانیم جایگزین کنیم سرویس‌دهی شوند بد بود سوتی اشتباه کلمه غذر خواهی بلد نبودن بکنند گفتن نمی‌خواهید برید ازینجا تازه اتفاقات یکساعت منتظر غذا بودیم افتاد نهایت بجای معذرت‌خواهی شروع کرد داد زدن گارسونش زنگ زدیم پلیس آمد صاحب کافه آمد معذرت‌خواهی کرد فیصله بده دعوا صاحب کافه خانم آق‌های میانسال بودن گارسون‌ها بی‌ادبتر بی‌فرهنگتر بودن جلوی پلیس سعی کردن خوب رفتار کنند کلا هیچوقت نباید رفت صنف کافه رستوران اطلاع دادیم رفتارشان تاسف آورد همچین آدم‌های بی‌ادب محترمی صاحب بودن همچون گارسون‌هایی بعید نبود
Neg,ارزش بار رفتن ندارد حیف پول پیشنهاد می‌کنم امتحان نکنیدکیفیت فوق‌العاده ضعیف
Neg,ادب‌‌ترین پرسنلی دیدم رستوران هستند میلان مستقیم غذا‌‌ها فرستاده بشود نمیریم مطم هستم کاربر‌های سایت تین رستوران آمد هستند نظر هستند مدیرش بداند مشتری مداری می‌تواند رستوران حیاتش ادامه بده متاسفم
Neg,ارزش رفتن ندارد
Neg,ارزش رفتن ندارد سیب‌زمینی اینقدر بوی روغن مانده میداد نخورده گفتم ببرش پاستا روغن داشت بی‌نمک بود
Neg,ار پیتزای سیب تهرانپارس سفارش دادیم کلمه بد بود پیک بی‌ادب قاشق چنگال قرار نداده بودند سیب‌زمینی پنیر ماسیده پیتزای مانده بد بود
Neg,اردک ابی کیفیتش کم دارد می‌شود نظر کیفیت غذت سرویس‌دهی برخورد پرسنل جند سال هست می‌روم رستوران آخرین بار جمعه بیستم آذر تصمیم گرفتم نرم نزدیک هزار تومان پول بدی صبحانه می‌روی سر میز‌های غذا بس تغییری طول سالیان نداشته جذابیتی ندارد
Neg,ارزش یکبار امتحان ندارد آسانسور بوی تعفن میداد غلیون سرویس تومان سالاد سزار فیل هست سوخاری کاهو بود انگار فیل هست جلوش رد کردن تومان پول نیم کیلو کاهو دادیم دلستر تومان مین صبر کردیم سفارشمان بیاورند فراموش کرده بودن سفارش دادیم نکته مثبتش خوب قسمت بالکنش بود
Neg,ارزش بار امتحان کردن ندارد فست فواد‌های معمولی هست وسطای شهره بی‌روح سرد بیسلیقه طبقه بالایش می‌آیند غلیون آشنا هستند جورایی پاتوق خودشان هست مبلمان سیاه کثیف دیر آماده شدن سفارش بی‌اهمیتی پرسنل بیداد می‌کرد ماهیت بد مزه نخوردیم پیتزای معمولی هست نسبتا خوب الکی گران تومان کلا مزخرف بود
Neg,ارزش امتحان کردن ندارد قیمت انتظار کیفیت خوب داشته باشی بستی معمولی کیک عادی
Neg,ارفاق کافه می‌توانست مصداق لنگه کفش بیابان پاسدار‌ها هستند باشد بود کافه روبرتو بیالتی شن
Neg,ازبرخوردزننده مدیریت رستوران هرچه بگویم کم گفتم
Neg,ازشان کته زعفرونی جوجه محلی شکم پر گرفتیم کته پرسی تومان حجمش اندازه پرس برنج بچه گونه بود به‌حدی کم بود پسر سالم سیر نشد زنگ زدیم می‌گویند رستوران پیمانه مخصوص دارد اندازه پسمونمون هست
Neg,ارزش مرتبه امت‌ها هستند کردن ندارد کثیف غیربهداشتی سرویس‌دهی بدهد غذا معمولی نرید
Neg,اساس دوستان رستوران موفتار رفتم متاسفانه برخلاف تبلیغاتش کیفیت غذا پایین بد بود قارچ تفت شده گرفتم بعضی قسمت‌هایش شور بود
Neg,استیک بد نبود فضا معمولی پاستا شور حدی نمی‌شد خورد توهین امیز بود رفتار مسیول سالن بود گفتیم غذا شوره گفت اشتباه می‌کنید اصرار کردیم کمی چشید اعتماد نفس گفت اشتباه می‌کنید همینطور باشد نمی دوانید نخورده آمدیم تعویض غذا پیشکش دریغ عذرخواهی ساده
Neg,ارسال غذا رستوران نا منظم بوده صورتی اولین سفارش دو ساعت تاخیر انتظار توجه فاصله امان رستوران نیم ساعت داشتیم غذا سفارش دادیم ابتدا پیک اشتباه غذا ارسال کرد مرحله دوم هی دقیقه دقیقه سر کار گذاشتند وقت ارزش قایل هستید سفارش ندهید
Neg,استیک خوشمزه بود کباب لقمه مخصوص خاقان نمی‌شد خورد بس بو چربی میداد رفتار پرسنل جالب نیست
Neg,استیک سرجیو معمولی قیمت هزار تومان مهم‌تر تاخیر سرد آمد گفتیم رفتن گرم کنند همونجوری برگشت کلا غذا‌ها معمولی خب قیمت بالا
Neg,اسپاگتی سفارش دادیم متاسفانه خواهم بود خوب پخته نشده بود گوشت نداشت مقدار کمی سویا ذرت داشت حد برش نازک قارچ محیط نوقلی کوچک جالب فضایی مناسب قرار دو نفره دوستانه انتخاب موسیقی خوب انشالله نظر باعث بشود کیفیت غذایشان تجدید نظر بکنند
Neg,استیک سس فلفل معمولی بد پر روغن بود تهویه رستوران بد بود فضای رستوران بوی روغن میداد رستوران بی‌کیفیتی بود
Neg,استیک سفارش دادم داخل قیمت هزار تومان داخل فاکتور هزارتوم هستند علت جویا شدم گفتن استیک وارمر سرورشده هزار شده غذا‌‌ها کم کیفیت معمولی میگو تمپورا خوب بود می‌ارزید غذا غذا گرفتیم هزارتوم هستند پول دادیم ناراضی مقدار کیفیت بودیم غذا‌ها اسفناج سفارش بدهید پر اسفناج بدمزه قیمت هزارتوم هستند بود هفته‌ای یکبار رستوران می‌روم تاحالا قدر توپاچه‌ام نرفته بود
Neg,استثنا شعبه‌‌های لمیز دوست نداشتم نشستن کم هست دنج راحت نیست پاساژ هست دور دورت شیشه فضای داخل کوچیک ستون‌‌های بزگ حس بدی داشتم پیشنهاد نمی‌کنم
Neg,استیک سفارش دادم یک‌ ماهیت سریع ماهیت چنگال آوردند حدود دقیقه دست بشقاب پنجره کوچیک آمد نزدیک پنجره بودم ظرف گرفتم شبیه لواشک خانگی دولایه وسط بشقاب پهن شده بود دارچین‌‌های سرخ شده‌ای خیس روغن بودن پیشنهاد می‌کنم حتما آشپز عزیز هزینه رستوران بفرستند رستورانی استیک سرو می‌کند غذا آشنا بشوند
Neg,استیک مرغ گریل سیب‌زمینی گرفتم متاسفانه هردو خواهم بودن
Neg,اسفند تماس گرفتم رستوران رزرو رستوران شب اسفند رستوران رزرو کردم طبق معمول همه‌ی رزرو‌‌ها شماره‌ی گرفتن اطمینان مشکلی نیاید خانم مسیول رزرواسیونشان سه بار یاداوری کردم تعطیل رسمی علت تعطیلی کردم خانم اطمینان گفتن رستوران تشریف دارند تحمل ساعت ترافیک برنامه‌ی تعیین‌شده مراجعه کردم صرفا نگهبانشان حضور داشت آمد گفت تعطیل هستند واقعن رفتار رستوران مبتدیانه غیرمسیولانه بود حداقل کار هماهنگی بی‌برنامگی آماتور گونه بودن رفتارشان بود تماس گرفته می‌کردند رستوران بسته است
Neg,اسمش معروف شده سرویس‌دهی ضعیف برخورد پرسنل خوب نیست منطقه رستوران‌‌های بهتری هست
Neg,اسمش شنیدم انتظار‌ی غذای کیفیت خوش مزه داشتم رسید خوردم بسته‌بندی حجم زد ذوق خوردم خورد ذوقم باعث شد دوباره تجربه‌‌هایش نکنم
Neg,اسمش بگذاری لطف الهی شانس کمک کاینات فرقی صورت مساله نمی‌کند رستورانی سس سالادش هزار جزیره آس سوپش قدر بد سوپ خورم نتوانستم آخر بخورمش استیکش گوشت کوبیده آس بوی ضحیم میگو زده‌ات می‌کند قدر شلوغ هست سه ذکر‌شده بالا می‌تواند توجیه‌اش کند
Neg,اسموتی بد بود طعم اسانس میداد اسپرسو دوبل کم حجم بود تناسب قیمت بالایی داشت تحویل سفارش طولانی بود توصیه نمی‌شود
Neg,اسکندر کباب خشک بدمزه بود ماست کنارش خوردن نبود سیب‌زمینی سرخ کرده کهنه چروک بود تاریخ مصرف سس بود غذا بی‌کیفیت گران بود
Neg,اشتباه نظر دادم می‌خواستم الو برگر بگذارم اینجارو نرفتم نمی‌دانم جاریه
Neg,اشتباه کردم گفته‌‌های دوستانی گفته بودند کیفیت غذا پایین هست توجه نکردم دخترم استیک سفارش دادیم بد‌تریت استیک‌های عمرم بود خانمم کباب برگ کلا غذا‌هایمان ماند گذاشتیم پول دادیم
Neg,اسمش سر زبون‌ها افتاده باشد دو سال کیفیت خوبی داشت جالب نیست حلیم آوردند شدت شیرین بود آخر حلیمیه قدر شیرینش می‌کنند مادر دیابت دارد نتوانست بخورد سه چهارم کاسه ماند همینجوری بس دل می‌زد آش شله شدت بی‌مزه سرد بود آش رشته ابش سوا موادش سوا بود کیفیت ندارد
Neg,اسمش مالیات حق سرویس نمی‌گیرند قیمت‌‌ها غیر‌منطقی می‌باشد پرس کوبیده برنج هزار تومان مرصع پلو هزار تومان سینی کباب هزار تومان طمع غذا معمولی بود ماهیت سفارش دادیم شکر اسانس بود فضای رستوران کوچک میز‌ها چسبیده بهم می‌باشد پیشنهاد نمی‌کنم
Neg,اصالا افتتاح نشده نصفش افتتاح‌شده فاجعه مطلق
Neg,اصولا وقت بار می‌آیم رستوران رسم نو متاسفانه ناهار جمعه فاجعه بود سالن بالا نشستیم شدت کثیف بود غذا‌‌ها قدر کثیف بود مجبور شدیم مجددا دست‌‌ها بشوریم پلو بادمجان سفارش دادیم علاوه کباب شمرونی پلو بادمجان شدت ترش بودن نمی‌شد خورد برنجش زنده بود ته بادمجانش سوخته سیاه بود مرغش بوی کهنگی میداد کباب شمرونی بی‌نهایت خشک مزه‌ای بود برنج سفید زنده شدت بود کلا هوا‌های بدی داد بد شده رستوران رسم نو پیشنهاد نمی‌دهم
Neg,افت کرده سابق نیست طعمش کیفیتش کمیتش رفتار پیک‌‌ها مناسب توجیه نیست متاسفانه
Neg,اعتبار کافه شمرون رفتیم خوب نبود دیزاین خوب بود کیفیت رسیدگی پرسنل خوب نبود بستنی سفارش دادیم معمولی بود هزینه بالایی داشت نمی‌روم
Neg,اشتباه کردم سفارش دادم پیتزا سبزیجات نون سیر پشت تلفن دو مرتبه تاکید کردم ترد باشد آورده دیدم پیتزا نون سیر تومان هست دو چرب پر روغن بی‌کیفیت پیتزا سبزیجات نخودفرنگی روغن داشت می‌چکید نتوانستم بخورم مدیریت تماس گرفتم ایشون عذرخواهی نکرد مستقیم ریختم سطل زباله سمت خانه تون هست سمت‌‌ها رفتید گرسنگی تلف شدید نرید نگیرید ازشان نمی‌دانم بعضی‌‌ها چجوری پول‌‌ها گلوشان پایین می‌رود
Neg,افتتاح نظر خوبی داشتم شهریور کلا نظرم عوض شد غذای مانده دپو شده دادن ازشان انتظار نداشتم راستی موقع اعتراض بنده آشپزشان آق‌های محمد رضایی گفتن مشکل غذای نیست مشکل خودتان هست
Neg,افتضاح بود برخورد کارکنان گرفته طعم پیتزا وساندویچ سفارش دادیم درضمن پیتزاهابه مخلوط قارچ وگوشت اوردند وجای عذرخواهی فروشنده مجبور شدیم مبلغ ان جداگانه پرداخت کنیم وواقعا خوردن نبود
Neg,افتضاح ژامبون‌های معروفش هستم ساندویچ هست سیب‌زمینی مزمزو پنیر شده بوی روغن سوخته می‌داد
Neg,افتضاح معنا
Neg,افتضاح معنا پولیتون می‌ریزید سطل کند بی‌کیفیت مسیول بی‌ادب
Neg,افتضاح واسش کافی هست پیتزای نفره مخصوص سفارش دادیم ساعت پیک پیتزای یخ آورد فوق‌العاده بیمزه بود قیمت عجیب تومان سیب‌زمینی سفارش دادیم کراکت مرغ قارچ تومنی آوردند گفتن سیب زمینیمون هست مسیر کوتاه پول پیک گرفتن کلا چیزش راضی نبودیم برخورد پیک مسول سفارش نگویم
Neg,افتضاح بود برخورد گارسون پرسنل مدیر صاحب رستوران سرویس‌دهی وحشتناک کثیف لیوان‌ها گارسون بوی بد عرق ناخن‌های کثیف غذا سرد قیمت بالا گرفتن هرینه سرو غذا توهین صاحب رستوران توجه انتقاد خلاصه بد‌ترین رستورانی حالا تجربه کردم باعث تاسف هست همچین رستوران قشنگی چنینی پرسنل داشته باشد کیفیت غذایش بدی باشد
Neg,افتضاح بود توهین شعور ظرف خالی می‌آورد می گذارد جلو مردم دواند تخم مرغ زده نیمرو اول می‌بینی انگار غذای دستخورده‌ی آورده امتحان نکنید
Neg,افتضاح کلمه کمی هست سرویس کافی‌شاپ صبحانه ساده املت نیمرو ساعت انتظار کشیدیم نیمرو سوخته بود نان سنگک نداشتند وجه توصیه نمی‌شود روزمان خراب کردن
