label,review
4,آخرین بار ژیلمو رفته بودم تدارک انتقال محل بودن بهتر هست خیابون هست فضای بزرگی دو طبقه دارد سر رستوران نوشتن رستوران مکزیکی ایتالیایی ژیلمو منوی قبلیه قیمت‌‌های توضیح سفارش‌‌ها ماچ ناچو سفارش خوب غذا‌ها خوبی ژیلمو هست چیپس‌‌های ذرت نون‌‌های ترتیا خودشان درست می کنند خبری چیپس‌‌های آماده نیست حجم غذا زیاد هست تند نیست مزه‌اش خوب هست خامه ترش مکزیکی ماست استفاده می کنند ظرف ترشی همراه‌اش هست تقریبا سفارش‌‌ها سرو می‌شود دیپ لوبیا سفارش درستی نبود پوره لوبیا غذا‌هایشان می‌گذارند حجمش زیاد بود چیپس‌‌های تردی کنارش داشت فلفل خار نیستا زیادی تند هست نوشیدنی مخصوص ژیلمو مشابه موهیتوی ژوانی جاهای زیاد خوشمزه حواستان باشد سه نوشیدنی‌ای نام ماهیت دارند سفارش ندید سه اب‌‌های رنگین هستند پر نعناع طعم ناخوشایند فاهیتای مخصوص ژیلمو فیل هست استیک دارد فیل هست مرغ میگو اخری نمی‌گذارند خاطر دواند میگو پنج تومان فاهیتاهای گران تره طعم گوشت‌‌ها خوب بود سیب‌زمینی خوب پخته بود مشکل فاهیتا هست سبزیجاتش محدوده کدو فلفل دلمه فلفل تند نصف فضای بشقاب پر کردن عملا دست نخورده باقی می‌مانند قارچ گل کلم کلم بروکلی سبزیجات درونش خالی هست فاهیتا بشقاب دارچین سرو می‌شود درونش برنج تند پوره لوبیا سالاد نون ترتیا دارد بشقاب‌‌های شماره سه انتخاب‌‌های خوب هستید مدل غذا هستند بشقاب شماره تیکه فیل هست گوساله نرم خوشمزه دارد تاک بوریتو قیمتش می‌ارزد هزینه پنج کم غذا درصد حق سرویس مالیات شد تومان کارت کلاب درصد کم شد شد تومان عالی هست حجم غذا‌ها زیاد هست غذا‌ها می توانند تا‌حدودی نفرو سیر کنند شکل شمایل غذا‌ها اشتها برانگیزد ژیلمو رستوران‌‌های محبوب منه بار رفتم کیفیت قیمت راضی کننده بوده توصیه می‌کنم نرفتید حتما بار امتحانش کنید
3,آخر هفته فوق‌العاده شلوغ سرعت پرسنل بالا است زیاد معطل نمی‌شوید کباب ترکی گوشت خوشمزه پر حجم بود گوشت تازه بود بوی بدی نمیداد راضی بودم سر کباب ترکی سالاد کلم فری می‌دهند کباب ترکی مرغ معمولی بود خاص نبود
4,آخرین بار سه رفتم کباب لقمه خوردم خوب بود شلوغ بود سرویس‌دهی اکی بود قیمت‌ها بالا است می‌ارزد
3,آخرین امین نمایشگاه کتاب بود پسرعمه‌هام ناهار رفتیم سالسا پیشنهاد بود حسم بود برخورد پرسنل سرویس‌دهی خوب معمولی بود سرعت آماده شدن غذا خوب کیفیت غذا معمولی بود طوری نسبت رستوران‌‌های سطح خاصی گفتن ندارد قبول بود بجز نان استفاده نان سیر ساندویچ‌‌ها تازه نبود محیطش نسبتا ابتدای حضور خلوت بود ادامه حین غذا خوردن کمی مشتری شد مقایسه جمعه تعطیل بود خلوت بنظر میرسید موزیک ملایمی پخش می‌شد فضای خوبی ایجاد کرده بود آرامش داشت نکته خوبش بود حواسش غذا خوردن نبود معذب شیم منوی غذاییش محدود اندازه کافی متنوع بود سفارش برگر رست بیف سیب‌زمینی نان سیر نوشابه قوطی بود جمع فاکتور شد فیدیلیو نوشته حق سرویس ندارد داشت بعلاوه مالیات برارزش افزوده نداشت فاکتور می‌شد موقعیت مکانیش دقیقا پل سیدخندان عالی هست مجموع نسبت هزینه‌اش حتما ارزش رفتن دارد گذرم بیفته حتما سر می‌زنم بگویم قیمت‌های گرچه مال بهمن هست کلا درصد اضافه نشده
2,آخرین باری پیتزا گرفتم خوب نبود ساندویج‌هاش خوب هست
3,آخر هفته شلوغه‌ها مرغ سوخاری هست خوب همینجا می‌شود
4,آخرین بار سال بار رفتارم نظرم جذاب آمد دوباره می‌روم زادی برخورد کارکن‌ها هستند عالی بود مقدار گران هست طعم غذا‌‌ها تزیین غذا خوب بود
3,آخرین بار حدود ده رفتم کیفیت غذا‌ها دفعات خوب بود پیتزای هالوپینو استیک سیر استیک بهترین انتخاب‌‌ها هستند سالاد سزار خوب بود اب پرتقال ماهیت خوب بود دکوراسیون حد فست فواد خوب هست سرویس‌دهی خوب هست تعداد پرسنل زیاد هستند رسیدگی‌‌ها خوب می‌شود گزینه‌ی پیتزای انتخابی دارد می‌شود مواد پیتزا دلخواه انتخاب کرد قیمتش توافقیه بار مراجعه کوچونی راضی آمدم
2,آخرین بار غذا سفارش دادیم بد بود جوجه کباب استخوان سفارش دادیم جاش جوجه کباب استخوان سوخته اکبر جوجه‌ی ته گرفته دادن خوردن نبود ناریجه بعید بود اوایل غذا سفارش می‌دادیم کیفیت غذایش خوب بود حجم زیاد طعم خوبش علاوه بسته‌بندی شیک درست حسابی داشت بار حضوری رفتم رستورانش کیفیتش خوب بود برخورد پرسنل آخرین بار گل کاشتن باعث شد نظرم تغییر کند
3,آخرین دفعه‌ای رستوران آمدیم ماه بود درست گرانی‌‌های مواد غذایی گوشت کاهو مقایسه امشب قیمت‌‌ها تغییر نکرده قبل‌‌تر افزایش قیمت داشتند حجم کاهش کرده سالاد سزار سفارش دادیم حجمش سوم نسبت کم‌تر شده بود قیمت تومان معمولا لازانیا گوشت سفارش می‌دهم اینبار برگر مخصوص سفارش دادم نمی‌خواهم بگویم برگر بد بود برگر کافه مرکز شهر قیمت هزار تومان سفارش می‌دهد انتظارش پنیر زرد معمولی نان برگر سوپر مارکتیه علاوه برآیید زده گوشت گرمی فکر می‌کنم حداکثر گرم نبود برگر کوچک نازک قیمت هزار تومان پرسنل مودب هستند متاسفانه آوردند سفارش غیب می‌شوند کسری داشته باشید گیر آوردنشان مشکل هست ایراد ایرادیه سالهاست کافه دارد
4,آخر وقت رسیدیم غذا‌ها شده بود خورشت خلال لقمه جوجه مدیترانه جوجه مازندرانی گرفتیم خوب بودن
2,آخرین بار شیلا پالیزی سفارش دادیم حدودا پارسال بود نظرم نسبت حجم غذا قیمتش بالا بود مالیات ارزش افزوده دارد محیطش کوچیک هست
2,آخرین بار رفتیم سفارش پیتزا دادیم کلا معمولی توجه کاشانی فردوس برندهای بهتری نسبت دارند حرفی گفتن ندارد غذای خاصی آرایه نمی‌دهد بار کافی بود
4,آخرین بار کباب ترش خوردیم کیوسکی جالب بود غذای سنتی کیفیت خوبی دارد غذا‌های فرنگی محیط جالبی دارد بتوانید پنجره بگیرید فضای خوبی دارد موسیقی زنده دارد
4,آخرین روزهای سال همکار‌ها هستند رفتم رستوران علت تنوع انتخاب افراد زیاد بود درگیر تعارفات معمول شدیم کس متوسط دو غذا انتخاب ویکی انتخاب همکار امتحان کرد خوب رضایت بود ته چین داشتم خاص بود کمی شیشلیک همکارم سرو کردم عالی بود
2,آخرین باری بود اینجارو انتخاب کردم کیفیت استیک پایین بود حجم کمی داشت دارچین کوچکی کنارش بود فیل هست مرغ پارمژان سفت بود طعم خوبی نداشت قیمت‌‌ها بالا بود نسبت مدت‌زمانی منتظر غذا بودیم طولانی بود سرویس‌دهی فضا دکوراسیون نکته مثبت مون لانژ بود
3,آدرس نقشه اشتباه مشخص کردید محل اصلی خیابان شریعتی است جدیدا شکل پیتزا‌هایش عوض کرده کیفتشون خوب شده قیمتش هستم خوب هست مرغ سوخاریش معمولی هست
1,آخرین باری رفتیم اواسط شهریور بود کیفیت گوشت برگر‌‌ها شدت افت کرده آبدار خوشمزه نیست خشک بیمزه است کیفیت مرغ سوخاری سیب‌زمینی شوند نصف شده تردی تازگی ندارد دستگاه بستنی سافت شوند جمع کرده بودند نقطه قوتشان بود قیمت‌‌هایشان حدود درصد افزایش دادن کیفیت گران هست
3,آذر آمدیم کافه پاستا مرغ پستو کمی چرب خوشمزه تکه‌‌های زیاد مرغ بشقاب مرغ گریل سفارش دادیم بشقاب گریل تکه مرغ مقدار زیادی پوره سیب‌زمینی داشت تکه کوچک بلال آب‌پز دوغذا خوب بود محیط زیبا صدای موزیک کمی زیاد هست
4,آذر دوست‌هایمان رفتیم مایا تعدادمان زیاد بود حدود بودیم اولین نکته مثبت بود غذا‌ها آورد هستند کیفیت غذاهاا عالی بود حجمش خوب بود پرس به‌راحتی دو سیر می‌کرد گردن ماهیچه فوق‌العاده خوشمزه بود نکته منفی رستوران بود برخورد پرسنل قسمت داخلی صندوق خوب نبود
3,آخرین تابستان رستوران رفتم دکور خوبی دارد پرسنل خوشرو بودند سالاد مرغ سیب‌زمینی تنوری ساندویچ مرغ سس پستو سوپ پاستا سفارش دادیم حجم غذا‌‌ها یاد بود ساندویچ پاستا دو نفره بود کیفیت خوبی داشت سوپ قیافه مزه خوبی داشت نظرم قیمت حجم سوپ زیاد بود سالاد مرغ خوب نبود سس مزه‌ای نمی‌داد سر میز روغن زیتون نبود مرغش خشک بود پنیر پارمژان سالاد بود جالب نبود انگار خاک اره می‌خوردی کاهو‌‌ها تازه بودند سیب‌زمینی تنوری کاسه مسی کوچولو سیب زمینی‌های سوخاری شده مکعبی ارزش تومان نداشت سیب زمینی‌ها خوب پخته نشده بودند جایی نیست دوباره بروم بروم قطعا سیب‌زمینی سالاد سفارش نخواهم داد نظرم رستوران‌ها بهتر هست غذا‌ها دو پورش هستند آرایه بدهند اینطوری برود غذا بگیرد قطعا بایدظرف باقی غذایش بگیرد خوب کاری هست
3,آذر شعبه قدیم جنب گیلانه شام خوردیم شیشلیک کیفیت ثابت نسبت عالی بود جوجه بار اول می‌خوردم لذیذ آبدار عین حالت پخت حرفه‌ای حجم زیاد بود برگ اشتباه کردم دیر تست کردم برگ کلا بماند سفت می‌شود خوب بود توجه قیمت یکسان شیشلیک برتری خاصی ندارد نقاط ضعف برنج معمولی وحتی نظر گرم شده میرسید رومیزی‌ها لک نظر قدیمی کثیف بود گلهای پژمرده میز زیتون پرورده معمولی غذای دارچین نظر میرسید مدیریت رستوران خسته آس
4,آخرین شب ماه رمضان رفتیم استاتیرا افطار چایی سینی افطار گرفتیم سینی افطارش عادی بود غذا سالاد سزار سالاد فتوایش هردو دوست داشتیم حمص دفعه اول بود امتحان می‌کردیم خوشمان آمد غذای اصلی استیک سنگی مرغ دفعه اولمان بود می‌گرفتیم لذیذ نرم بود قیمت تومان می‌ارزید اضلاع شبیه شیشلیک بود بافت نرم خوشمزه غذا موکا قهوه دمی دو دسر خوشمزه حلوا شعریه عالی بود هوا‌های پر دود بود گارسون محترم پرسیدم گفتند قرار هست زادی هواکش تهویه مناسب استیک سنگیهاشون باعث هوا‌های نامطبوع می‌شود نصب کنند شب خوبی بود فاکتورمان حدود تومان شد درصد تخفیف خورد کماکان ازشان راضی‌ام
2,آدرس شاندیز صفدری مربوط شاندیز مرجان است ویو دریا ندارد بنا گفته خودشان شعبه شاندیز صفدری ساحلی است نزدیک کشتی یونانیه ناهار رفتیم خلوت بود صدای موسیقی زنده اذیت کننده بود انتخاب آهنگ‌‌ها مناسب جنگ بود صرف ناهار سالاد بار کیفیت تنوع نداشت جوجه استخوان میگو پفکی خوردیم طعم خوبی داشت کمیت قیمت جور نمیومد سیر نشدیم انتخاب‌‌های بهتری رفتن هست
3,آدرس هتل فیدیلیو گرفتم شمال رفتم فضای ارومی داشت برخورد پرسنل عالی بود چلو کباب بختیاری جوجه سفارش دادیم عالی بود
3,آخرین ماه رمضان لانجین بودم فضای شلوغی دارد جایی گفتگو می‌خواهید نرید بوی دستشویی منم حس کردم فکری بشود پنینی بوقلمون معمولی خاطر ادویه ایی فکر می‌کنم آویشن بود تلخی می‌زد دوست نداشتم پیتزا استیک خوشمزه خوب بود خلاف بعضی جاها کم گوشت می‌بینید خوب قبول بود ماهیت اسانس بد بود
3,آدرسش زیاد راحت نیست دنجیه قسمت نشیمن قسمت میز بیلیارد دارند کیفیت غذا‌ها نوشیدنی‌هاشون خوب هست غلیون دارند قشنگ دنجیه توصیه می‌شود
1,آدرسش نیست
4,آذر ماه ناهار رفتیم لیون برخورد عالی پرسنل کیفیت بالای خدمات سفارشات اینجارو بهترین کافه‌‌های مجموعه تبدیل می کند پاستا آلفرد سیب‌زمینی پنیر سالاد سزار گرفتیم همگی خوب بودن قیمت‌‌ها نسبت پرستیژ کافه معقول خوب بود
4,آدم‌‌های خوش برخوردی هستند انتقادپذیر پیتزای سان درآیید تومیتوش عالی هست رفتم رفتار خوب کیفیت خوب غذا‌هایشان باعث می‌شود بروم
1,آذر رفتم غذای راتاتویی پیاز دارچین کباب برگ متاسفانه مو پیداکرده‌ام کباب سبز کباب برگ نتوانسته بودند بوی گوشت بگیرند ماهی قرل الا نیم پز بود بوی نامطلوبی داشت سرویس‌دهی فوق‌العاده بد طوری سماقدان اضافه نداشتند سر میز میز برداشتند توجه ظهر جمعه خلوتی رستوران می‌توان حدس زد چندان استقبالی رستوران نشده
3,آرایه سرویس رستوران حرفه‌ای عالی هست لحاظ طعم غذا منتظر خاصی نباید بود اگرچه می‌کنید نظر خلاقانه هیجان‌انگیز می‌آید طعم غذا اتفاق خاصی نمی‌افتد دقیقا نظر دوست عزیزی گفتن غذا کم نمکد کاهوی سالاد پلاسیده موافقم گزارش فیدی بورد گذاشتم توجه سرویس خوب فضای دوست‌داشتنی بار آینده‌ای دور امتحان بروم
3,آذر ماه کافه رفتیم کافه کوچیک منطقه گیشا دکوری خوب نور کم محیط نقلی حدود دو سه‌متری کنارش هست افراد سیگاری می‌توانند داخل بنشینند رفتار پرسنل خوب بود قهوه معمولی خوشمزه قیمت متوسطی داشت کلا کافه محلی هست ساکن گیشا باشید می‌تواند انتخاب‌‌های باشد گاهی
3,آرد مدتی بود کوچه رفته بودند وقت بود نرفته بودیم آرد دکور اذرمینا قشنگ‌تر بود منوی سال قیمتش زیاد‌تر شده کیفیت زیاد تغییری نکرده بود قبلی حقیقتا بهتر بود
3,آرد کرده بودن نتیجه پنکیک وافل کرپ نداشتند گفتند بچه‌‌ها رفتن آرد بخرند بیایند حدود نیم ساعت آماده می‌شود یکساعت نشستیم آخرش تکه خمیر بی‌کیفیت پنکیک تحویل دادند
3,آذرماه رستوران مراجعه کردم کیفیت کماکان خوب است قیمت تغییر معنی‌داری کرده چندان ارزنده نیست سیخ چلوکباب کوبیده بناب قیمت تومان ممتاز‌‌ترین رستوران‌های تهران البرز نوید نایب حد اکثر تومان می‌توانید تهیه کنید
3,آرش هست بخوان پاتوق قرار خلوت داشته باشند بهترین هست اتفاق‌‌های بی‌نظیری می‌سازد خاطیات دوست‌داشتنی قدر گرم صمیمی هست لذت ببرید احساس آرامش کنید شرایطش نسبت نوشته‌شده عکس‌هایی گذاشته‌شده فرق کرده امتحانش ضرری ندارد جو خوبش معتاد می‌کند
4,آرامش داشت سرویس‌دهی خوبی داشتند لباس فرم کارکن‌ها هستند شکیل زیبا بود
3,آس اف سی بهترین مرغ سوخاری تهران دارد محله پارک قرار دارد تلاشش کرد نامش شبیه باشد هرچند صادقانه بگوییم کیفیت مرغ‌‌ها غذا‌هایش کم ندارد خوشمزه‌‌تر باشد آس اف سی فضای بزرگی دارد شلوغ‌‌ترین ساعات می‌توانید خودتان جایی نشستن کنید سرپا نمانید خانواده‌هایی کودکانه‌یشان می‌روند انتخاب ایده الی حساب می‌آیید فضای بازی کودک دارد
4,آس ام آس پیتزا آرد آمد تخفیف دارند رفتیم دیدیم خبره نذری عاشورا شلوغ‌تر بود دقیقه غذایمان آماده شد خوردن غذا تازه حق دادم مردم تخفیف بریزند خب آن‌ها غذایشان خوب هست ارزان نمی‌دهند شلوغ بشود
4,آرامش رستوران بی‌نظیره مهم‌ترین موضوعاتی می تواند فضای رستوران دلچسب‌تر کند هست مشتری‌ها هستند حاضر رستوران رستوران هم‌خوانی داشته باشند دارچین ویژگی دارد بار رستوران رفتم کیفیت غذایش دیزاین غذا برخورد پرسنل دکوراسیون عالی بوده مهمانانی داشتم همگی راضی بودند دیدن نحوه‌ی سرو سوپ شگفت زده شدند شاه میگو استیک مرغ بادمجان اسفناج استیک گوشت امتحان کردم عالی بودند محل رستوران دلیل پروژه‌‌های عمرانی اطراف کمی پرت دور دسترس عموم است موضوع باعث می‌شود مشتری‌ها هستند قدیمی رستوران باز‌‌های حرفه‌ای رفت آمد کنند نکات بامزه شب‌‌ها بود آق‌های رضا کیانی‌ها هستند اتفاق خانواده تشریف داشتند مشتری‌ها هستند دارچین هستند
3,آرد جاهایی وقت بگویی جواب می‌دهد پاستای آلفرد سفارش دادیم مرغ میگو داخل نون سرو می‌شود سس پاستا جذب نون می‌شود مزه خوبی می‌کند بویژه نان سیر دلچسب‌تر می‌شود
3,آس پی فضای خوبی دارد نظر فضای مسقفش قشنگ‌‌تر فضای بازش هست غذا‌ها اکثرش خوب هست کیفیت مزه‌یشان سالیان ثابت خوب مانده میرزاقاسمی خوب بود جوجه استخوان عالی کباب لقمه نسبت قیمت تومنیش خوب نبود جوجه استخوانش شدیدا پیشنهاد می‌شود شیشلیکشم خوب هست گران‌تر شاندیز هست خاطر شلوغی ازدحام سرویس‌دهی خوب نیست نبود پارک درکه اعصاب هست
3,آش دوغ آش شله حلیم‌‌های خوبی دارد خیابون ستارخان هست خاطر رستوران‌‌های شلوغ هست پارک نیست
2,آخرین باری رفتیم کیفیت پایین آمده نظر مواد تازه نبود مزه سوشی نمی‌داد مزه جلبک سوشی‌ها مشخص نبود راضی کننده نبود
2,آش سید مهدی تجریش جمله جاهاییه خلوتی ندارد درونش پر مشتری هست ناهار شام عصرانه مشتری هست دارد کلا آش حلیم ترجیح می‌دهم خوب آش خوشمزه‌ای دارد حلیم خوبی دارد آش رشته خوب هست آش شله قلمکار خوب هست خوب انصافا تمیز نیستا رستوران تمیز هست اشپزخونشون کارکنانشون بار آخر چشمم دیگهایی گذاشته بودن جلوی سرویس بهداشتی بعدا بشورنش افتاد هوس کرده بودم سراغ سید مهدی نرفتم
3,آش شعله قلم کارش عالی هست آش رشته‌‌هایش خوب هست
3,آش شعله قلمکارش بینظیره ماه رمضان مهمان داشتیم گرفتیم دوست داشتن شلوغ بود صف ایستادیم سریع کار می‌کنند مشتری می‌اندازند
5,آش شله قلمکار حد لالیگا ماه رمضان عصر
4,آخرین مشتری بودیم ساعت شب رفتار پرسنل فوق‌العاده بود کاپوره رست بیف بورک مکزیکی سیراستیکش عالی بود
3,آش شله قلمکار رشته همینطور حلیم شله زردش عالیه
4,آش شله قلمکارش فوق العادست آش دوغش هستم خوب هست حلیم آش رشته معمولی حتما توصیه می‌کنم آش شله قلمکارش امتحان کنید
4,آدرس رستوران می‌داند بوبرنگ آدرس جمع‌شده درحال حاضر رستوران دیگه‌ای مکان بازشده
3,آرزو جایی هست می‌توانید ساندویچتان خلوت کنید حسابی عشق کنید مزه خوب سوسیس عالی ترکیب سس‌‌های خوشمزه هست بشود عادت هفتگی ساندویچ هاشونو امتحان نکنم دست بردار نیستم سس‌‌ها بردارید تست کنید یکمی خردل تند سس گوجه سس خردل غلیظ اصلش هست مراقب باشید پیشنهاد می‌کنم قطره کوچیک بزنید سس گوجه روش بزنید زبونتان نسوزد حالا سوسیس فرانکفورتر شکاری مراکشی امتحان کردم عالی بودن برگر هدف بعدیمه شنیدم خفن هست وقت فرصت کنم هوس ساندویچ آرزو گزینه‌ای هست اکثرا انتخاب می‌کنم مواقع آرزو خلوت هست پیشنهاد می‌کنم نفری بودین برید ساندویچ‌‌های خوشمزه بخوردید کافی باشد راحت باشید موقع سفارش تحویل گرفتن غذا چندتا عکس محیطش ساندویچ مراکشی گرفتم کیفتان کوک
3,آریانا یزدی شیرینی فروشی‌های قدیمی هست قدمت ساله شعبه ستارخان دارد محصولات کیفیت خوبی دارد کروسان پنیری حرف ندارد تارت توت‌فرنگی دارد ناپلیونی قرار دارد طعم خوبی دارد
4,آریش سفارش دادیم مناسب ذایقه است جوجه کباب مخصوصش بامرینت خوشمزه‌اش خوشمزه ومتفاوت بود پا هست آلفرد حرف نداشت پیشنهاد می‌کنم زیتون پرورده‌‌های خوش طعمش امتحان کنید
